date,hy_oas,bbb_oas,sp500,hy_oas_52w_ma,hy_oas_deviation_bps,stress_signal,hy_bbb_diff,hy_oas_percentile,sp500_12m_return,sp500_drawdown_pct,sp500_52w_high,rolling_corr_52w,hy_oas_yoy_chg,hy_oas_zscore,regime,hy_oas_chg,sp500_chg_pct,sp500_fwd_12m_pct,sp500_fwd_6m_pct
2010-11-26,5.9400,2.2400,1189.4000,6.4083,-46.8269,0,3.7000,56.8871,8.9703,-2.9734,1225.8500,-0.8995,-1.7000,-0.0171,Elevated,0.1300,-0.8610,-2.5837,11.9136
2010-12-03,5.9200,2.2500,1224.7100,6.3829,-46.2885,0,3.6700,56.7400,10.7353,-0.0930,1225.8500,-0.9072,-1.3200,-0.0233,Elevated,-0.0200,2.9687,1.5979,6.1606
2010-12-10,5.5400,2.1400,1240.4000,6.3531,-81.3077,0,3.4000,51.8544,12.1103,0.0000,1240.4000,-0.9200,-1.5500,-0.1402,Elevated,-0.3800,1.2811,1.1923,2.4653
2010-12-17,5.5400,2.1200,1243.9100,6.3281,-78.8077,0,3.4200,51.8519,12.8294,0.0000,1243.9100,-0.9242,-1.3000,-0.1401,Elevated,0.0000,0.2830,-1.9495,2.2180
2010-12-24,5.3700,2.1000,1256.7700,6.3056,-93.5577,0,3.2700,49.9315,11.5661,0.0000,1256.7700,-0.9299,-1.1700,-0.1924,Elevated,-0.1700,1.0338,0.6811,0.9294
2010-12-31,5.4100,2.1100,1257.6400,6.2867,-87.6731,0,3.3000,50.3420,12.7827,0.0000,1257.6400,-0.9339,-0.9800,-0.1799,Elevated,0.0400,0.0692,-0.0032,6.5225
2011-01-07,5.2300,2.0600,1271.5000,6.2715,-104.1538,0,3.1700,48.5656,11.0500,0.0000,1271.5000,-0.9403,-0.7900,-0.2353,Elevated,-0.1800,1.1021,0.4963,5.6862
2011-01-14,5.1200,2.0500,1293.2400,6.2527,-113.2692,0,3.0700,46.9304,13.8385,0.0000,1293.2400,-0.9465,-0.9800,-0.2691,Elevated,-0.1100,1.7098,-0.3209,1.7707
2011-01-21,5.0500,2.0200,1283.3500,6.2275,-117.7500,0,3.0300,46.3896,17.5487,-0.7647,1293.2400,-0.9541,-1.3100,-0.2905,Elevated,-0.0700,-0.7647,2.4958,4.8054
2011-01-28,5.0300,2.0200,1276.3400,6.2000,-117.0000,0,3.0100,46.2585,18.8542,-1.3068,1293.2400,-0.9614,-1.4300,-0.2965,Elevated,-0.0200,-0.5462,3.1332,1.2489
2011-02-04,4.6800,1.9600,1310.8700,6.1590,-147.9038,0,2.7200,40.5571,22.9490,0.0000,1310.8700,-0.9648,-2.1300,-0.4045,Calm,-0.3500,2.7054,2.5960,-8.5050
2011-02-11,4.5900,1.9100,1329.1500,6.1121,-152.2115,0,2.6800,39.6201,23.5832,0.0000,1329.1500,-0.9678,-2.4400,-0.4320,Calm,-0.0900,1.3945,1.0149,-11.3110
2011-02-18,4.5300,1.8900,1343.0100,6.0731,-154.3077,0,2.6400,39.2954,21.0824,0.0000,1343.0100,-0.9708,-2.0300,-0.4503,Calm,-0.0600,1.0428,1.3567,-16.3424
2011-02-25,4.7200,1.9300,1319.8800,6.0358,-131.5769,0,2.7900,41.0690,19.5013,-1.7223,1343.0100,-0.9724,-1.9400,-0.3910,Calm,0.1900,-1.7223,3.4746,-10.8404
2011-03-04,4.6900,1.9000,1321.1500,6.0035,-131.3462,0,2.7900,40.8108,16.0227,-1.6277,1343.0100,-0.9741,-1.6800,-0.4000,Calm,-0.0300,0.0962,3.6695,-11.1403
2011-03-11,4.8800,1.9200,1304.2800,5.9798,-109.9808,0,2.9600,44.4669,13.4166,-2.8838,1343.0100,-0.9754,-1.2300,-0.3408,Calm,0.1900,-1.2769,5.1055,-11.5044
2011-03-18,5.0200,1.9700,1279.2100,5.9613,-94.1346,0,3.0500,46.4960,10.2862,-4.7505,1343.0100,-0.9765,-0.9600,-0.2971,Elevated,0.1400,-1.9221,9.7685,-4.9405
2011-03-25,4.7900,1.9000,1313.8000,5.9419,-115.1923,0,2.8900,43.3378,12.6188,-2.1750,1343.0100,-0.9787,-1.0100,-0.3683,Calm,-0.2300,2.7040,6.3411,-13.5005
2011-04-01,4.7200,1.8800,1332.4100,5.9208,-120.0769,0,2.8400,40.9946,13.0982,-0.7893,1343.0100,-0.9800,-1.1000,-0.3898,Calm,-0.0700,1.4165,5.7085,-15.0847
2011-04-08,4.5300,1.8400,1328.1700,5.8987,-136.8654,0,2.6900,38.9933,11.2026,-1.1050,1343.0100,-0.9812,-1.1500,-0.4485,Calm,-0.1900,-0.3182,5.2636,-13.0036
2011-04-15,4.6800,1.8600,1319.6801,5.8815,-120.1538,0,2.8200,40.4826,10.6993,-1.7371,1343.0100,-0.9830,-0.8900,-0.4015,Calm,0.1500,-0.6392,3.8327,-7.2063
2011-04-22,4.6500,1.8500,1337.3800,5.8663,-121.6346,0,2.8000,39.9598,9.8663,-0.4192,1343.0100,-0.9842,-0.7900,-0.4105,Calm,-0.0300,1.3412,3.0769,-7.4123
2011-04-29,4.7100,1.8500,1363.6100,5.8490,-113.9038,0,2.8600,41.0428,14.9087,0.0000,1363.6100,-0.9846,-0.9000,-0.3915,Calm,0.0600,1.9613,2.9151,-5.7582
2011-05-06,4.8100,1.8900,1340.2000,5.8171,-100.7115,0,2.9200,44.1923,20.6431,-1.7168,1363.6100,-0.9845,-1.6600,-0.3601,Calm,0.1000,-1.7168,2.1564,-6.4893
2011-05-13,4.8000,1.8900,1337.7700,5.7877,-98.7692,0,2.9100,43.9333,17.7946,-1.8950,1363.6100,-0.9845,-1.5300,-0.3629,Calm,-0.0100,-0.1813,1.1676,-5.5256
2011-05-20,4.8200,1.8900,1333.2700,5.7454,-92.5385,0,2.9300,44.4740,22.5781,-2.2250,1363.6100,-0.9848,-2.2000,-0.3564,Calm,0.0200,-0.3364,-2.8539,-8.8219
2011-05-27,5.0100,1.9500,1331.1000,5.7090,-69.9038,0,3.0600,46.8750,22.1854,-2.3841,1363.6100,-0.9836,-1.8900,-0.2968,Elevated,0.1900,-0.1628,-0.9977,-12.9539
2011-06-03,5.2400,2.0000,1300.1600,5.6725,-43.2500,0,3.2400,50.1328,22.0945,-4.6531,1363.6100,-0.9823,-1.9000,-0.2248,Elevated,0.2300,-2.3244,-1.7013,-4.2979
2011-06-10,5.4300,2.0200,1270.9800,5.6371,-20.7115,0,3.4100,52.3210,16.4328,-6.7930,1363.6100,-0.9852,-1.8400,-0.1652,Elevated,0.1900,-2.2443,4.3022,-1.2424
2011-06-17,5.6400,2.0600,1271.5000,5.6144,2.5577,0,3.5800,54.7020,13.7797,-6.7549,1363.6100,-0.9838,-1.1800,-0.0995,Elevated,0.2100,0.0409,5.6107,-4.0771
2011-06-24,5.8000,2.1100,1268.4500,5.5933,20.6731,0,3.6900,57.2751,17.8025,-6.9785,1363.6100,-0.9784,-1.1000,-0.0493,Elevated,0.1600,-0.2399,5.2481,-0.2460
2011-07-01,5.3400,2.0000,1339.6700,5.5588,-21.8846,0,3.3400,50.6605,31.0088,-1.7556,1363.6100,-0.9698,-1.7900,-0.1933,Elevated,-0.4600,5.6147,1.6788,-6.1261
2011-07-08,5.3900,2.0200,1343.8000,5.5302,-14.0192,0,3.3700,51.3852,24.6614,-1.4528,1363.6100,-0.9593,-1.4900,-0.1775,Elevated,0.0500,0.3083,0.8097,-4.9107
2011-07-15,5.5100,2.0600,1316.1400,5.5060,0.4038,0,3.4500,52.9644,23.5951,-3.4812,1363.6100,-0.9503,-1.2600,-0.1398,Elevated,0.1200,-2.0583,3.0878,-2.0553
2011-07-22,5.3500,2.0400,1345.0200,5.4821,-13.2115,0,3.3100,50.6579,21.9796,-1.3633,1363.6100,-0.9401,-1.2400,-0.1899,Elevated,-0.1600,2.1943,1.3115,-2.2037
2011-07-29,5.5100,2.0300,1292.2800,5.4617,4.8269,0,3.4800,53.0223,17.3094,-5.2310,1363.6100,-0.9339,-1.0600,-0.1395,Elevated,0.1600,-3.9211,7.2500,1.8611
2011-08-05,6.2400,2.1300,1199.3800,5.4554,78.4615,0,4.1100,62.4016,6.9309,-12.0438,1363.6100,-0.9289,-0.3300,0.0899,Elevated,0.7300,-7.1888,15.9758,12.1329
2011-08-12,7.3000,2.4800,1178.8101,5.4637,183.6346,1,4.8200,73.7221,9.2249,-13.5523,1363.6100,-0.8957,0.4300,0.4231,Elevated,1.0600,-1.7150,19.2618,13.8979
2011-08-19,7.3000,2.5600,1123.5300,5.4733,182.6731,1,4.7400,73.6911,4.8372,-17.6062,1363.6100,-0.8888,0.5000,0.4227,Elevated,0.0000,-4.6895,26.2236,21.1565
2011-08-26,7.5000,2.6800,1176.8000,5.4865,201.3462,1,4.8200,74.7712,10.5402,-13.6997,1363.6100,-0.8623,0.6900,0.4853,Elevated,0.2000,4.7413,19.9125,16.0554
2011-09-02,7.3300,2.6500,1173.9700,5.5002,182.9808,1,4.6800,73.8903,6.2888,-13.9072,1363.6100,-0.8508,0.7100,0.4314,Elevated,-0.1700,-0.2405,19.8140,16.6665
2011-09-09,7.5100,2.7200,1154.2300,5.5221,198.7885,1,4.7900,74.8370,4.0269,-15.3548,1363.6100,-0.8548,1.1400,0.4878,Elevated,0.1800,-1.6815,24.5783,18.7692
2011-09-16,7.4600,2.7900,1216.0100,5.5456,191.4423,1,4.6700,74.4792,8.0331,-10.8242,1363.6100,-0.8414,1.2200,0.4716,Elevated,-0.0500,5.3525,20.5393,15.4736
2011-09-23,8.0100,3.0500,1136.4301,5.5781,243.1923,1,4.9600,80.6892,-1.0656,-16.6602,1363.6100,-0.8508,1.6900,0.6446,Stress,0.5500,-6.5444,28.4857,22.9385
2011-09-30,8.4100,3.1000,1131.4200,5.6202,278.9808,1,5.3100,86.6234,-1.2929,-17.0276,1363.6100,-0.8633,2.1900,0.7701,Stress,0.4000,-0.4409,27.3329,24.4869
2011-10-07,8.5500,3.1900,1155.4600,5.6669,288.3077,1,5.3600,87.2244,-0.8317,-15.2646,1363.6100,-0.8666,2.4300,0.8134,Stress,0.1400,2.1248,26.4371,20.9977
2011-10-14,7.8900,3.0000,1224.5800,5.7042,218.5769,1,4.8900,78.8212,4.1141,-10.1957,1363.6100,-0.8591,1.9400,0.6044,Elevated,-0.6600,5.9820,16.6596,11.8963
2011-10-21,7.4600,2.8800,1238.2500,5.7331,172.6923,1,4.5800,74.0621,4.6633,-9.1932,1363.6100,-0.8563,1.5000,0.4682,Elevated,-0.4300,1.1163,15.7432,11.3289
2011-10-28,6.8500,2.6800,1285.0900,5.7529,109.7115,1,4.1700,68.2171,8.6059,-5.7582,1363.6100,-0.8529,1.0300,0.2752,Elevated,-0.6100,3.7828,9.8709,9.2032
2011-11-04,7.2600,2.7900,1253.2300,5.7812,147.8846,1,4.4700,72.3226,2.2336,-8.0947,1363.6100,-0.8466,1.4700,0.4045,Elevated,0.4100,-2.4792,12.8444,9.2457
2011-11-11,7.4600,2.8800,1263.8500,5.8140,164.5962,1,4.5800,74.0979,5.3902,-7.3159,1363.6100,-0.8411,1.7100,0.4675,Elevated,0.2000,0.8474,9.1783,7.0847
2011-11-18,7.6100,2.9900,1215.6500,5.8487,176.1346,1,4.6200,75.6757,1.3270,-10.8506,1363.6100,-0.8504,1.8000,0.5146,Elevated,0.1500,-3.8137,11.8644,6.5455
2011-11-25,8.0000,3.1200,1158.6700,5.8883,211.1731,1,4.8800,80.3985,-2.5837,-15.0292,1363.6100,-0.8693,2.0600,0.6375,Stress,0.3900,-4.6872,21.6179,13.7356
2011-12-02,7.6500,3.1000,1244.2800,5.9215,172.8462,1,4.5500,76.4442,1.5979,-8.7510,1363.6100,-0.8651,1.7300,0.5262,Elevated,-0.3500,7.3886,13.8152,2.7132
2011-12-09,7.5300,3.0900,1255.1899,5.9598,157.0192,1,4.4400,74.6154,1.1924,-7.9510,1363.6100,-0.8615,1.9900,0.4878,Elevated,-0.1200,0.8768,12.9765,5.6143
2011-12-16,7.6500,3.1100,1219.6600,6.0004,164.9615,1,4.5400,76.4405,-1.9495,-10.5565,1363.6100,-0.8660,2.1100,0.5254,Elevated,0.1200,-2.8306,15.8995,10.0995
2011-12-23,7.3700,3.0800,1265.3300,6.0388,133.1154,1,4.2900,73.0179,0.6811,-7.2073,1363.6100,-0.8619,2.0000,0.4362,Elevated,-0.2800,3.7445,13.0259,5.5077
2011-12-30,7.3800,3.0700,1257.6000,6.0767,130.3269,1,4.3100,73.0524,-0.0032,-7.7742,1363.6100,-0.8601,1.9700,0.4390,Elevated,0.0100,-0.6109,11.5164,8.3142
2012-01-06,7.0000,3.0800,1277.8101,6.1108,88.9231,0,3.9200,69.0051,0.4963,-6.2921,1363.6100,-0.8570,1.7700,0.3181,Elevated,-0.3800,1.6070,14.7643,6.0158
2012-01-13,7.0200,3.0500,1289.0900,6.1473,87.2692,0,3.9700,69.2357,-0.3209,-5.4649,1363.6100,-0.8486,1.9000,0.3242,Elevated,0.0200,0.8828,14.1930,5.2510
2012-01-20,6.6900,2.9600,1315.3800,6.1788,51.1154,0,3.7300,65.6489,2.4958,-3.5369,1363.6100,-0.8401,1.6400,0.2191,Elevated,-0.3300,2.0394,12.9696,3.5944
2012-01-27,6.5700,2.8600,1316.3300,6.2085,36.1538,0,3.7100,64.2313,3.1332,-3.4673,1363.6100,-0.8360,1.5400,0.1808,Elevated,-0.1200,0.0722,14.1781,5.2905
2012-02-03,6.4200,2.7900,1344.9000,6.2419,17.8077,0,3.6300,62.7538,2.5960,-1.3721,1363.6100,-0.8225,1.7400,0.1329,Elevated,-0.1500,2.1704,12.5117,3.4270
2012-02-10,6.3500,2.7100,1342.6400,6.2758,7.4231,0,3.6400,61.3435,1.0149,-1.5378,1363.6100,-0.8090,1.7600,0.1105,Elevated,-0.0700,-0.1680,13.0556,4.7094
2012-02-17,6.2000,2.6700,1361.2300,6.3079,-10.7885,0,3.5300,59.8101,1.3567,-0.1745,1363.6100,-0.7917,1.6700,0.0627,Elevated,-0.1500,1.3846,11.6483,4.1822
2012-02-24,6.0100,2.6100,1365.7400,6.3327,-32.2692,0,3.4000,57.3957,3.4746,0.0000,1365.7400,-0.7820,1.2900,0.0020,Elevated,-0.1900,0.3313,10.9728,3.3235
2012-03-02,5.9700,2.5200,1369.6300,6.3573,-38.7308,0,3.4500,57.0707,3.6695,0.0000,1369.6300,-0.7737,1.2800,-0.0107,Elevated,-0.0400,0.2848,10.8475,2.6978
2012-03-09,6.0900,2.5200,1370.8700,6.3806,-29.0577,0,3.5700,58.2598,5.1055,0.0000,1370.8700,-0.7675,1.2100,0.0276,Elevated,0.1200,0.0905,13.1530,4.8911
2012-03-16,5.8600,2.4200,1404.1700,6.3967,-53.6731,0,3.4400,55.9194,9.7685,0.0000,1404.1700,-0.7665,0.8400,-0.0459,Elevated,-0.2300,2.4291,11.1475,4.3869
2012-03-23,5.9300,2.4100,1397.1100,6.4187,-48.8654,0,3.5200,56.4780,6.3411,-0.5028,1404.1700,-0.7614,1.1400,-0.0235,Elevated,0.0700,-0.5028,11.4365,4.5122
2012-03-30,5.9500,2.4200,1408.4700,6.4423,-49.2308,0,3.5300,56.7839,5.7084,0.0000,1408.4700,-0.7521,1.2300,-0.0171,Elevated,0.0200,0.8131,11.4110,2.2862
2012-04-06,6.0500,2.4700,1398.0800,6.4715,-42.1538,0,3.5800,57.9046,5.2636,-0.7377,1408.4700,-0.7487,1.5200,0.0149,Elevated,0.1000,-0.7377,11.1009,4.4955
2012-04-13,6.2600,2.5400,1370.2600,6.5019,-24.1923,0,3.7200,60.8396,3.8327,-2.7129,1408.4700,-0.7498,1.5800,0.0822,Elevated,0.2100,-1.9899,15.9524,4.2569
2012-04-20,6.1400,2.5400,1378.5300,6.5306,-39.0577,0,3.6000,59.4493,3.0769,-2.1257,1408.4700,-0.7489,1.4900,0.0437,Elevated,-0.1200,0.6035,12.8195,3.9651
2012-04-27,6.0200,2.5400,1403.3600,6.5558,-53.5769,0,3.4800,57.4375,2.9151,-0.3628,1408.4700,-0.7411,1.3100,0.0052,Elevated,-0.1200,1.8012,12.7466,0.6114
2012-05-04,5.9400,2.5200,1369.1000,6.5775,-63.7500,0,3.4200,56.2422,2.1564,-2.7952,1408.4700,-0.7452,1.1300,-0.0205,Elevated,-0.0800,-2.4413,17.9183,3.2941
2012-05-11,6.0200,2.5600,1353.3900,6.6010,-58.0962,0,3.4600,57.4813,1.1676,-3.9106,1408.4700,-0.7515,1.2200,0.0052,Elevated,0.0800,-1.1475,20.7117,1.9551
2012-05-18,6.5200,2.7600,1295.2200,6.6337,-11.3654,0,3.7600,64.2590,-2.8539,-8.0406,1408.4700,-0.7587,1.7000,0.1658,Elevated,0.5000,-4.2981,28.7403,4.9922
2012-05-25,6.6300,2.7900,1317.8199,6.6648,-3.4808,0,3.8400,65.5473,-0.9977,-6.4361,1408.4700,-0.7637,1.6200,0.2011,Elevated,0.1100,1.7449,25.1764,6.9304
2012-06-01,7.1600,2.8900,1278.0400,6.7017,45.8269,0,4.2700,71.3043,-1.7013,-9.2604,1408.4700,-0.7759,1.9200,0.3714,Elevated,0.5300,-3.0186,27.5969,10.8087
2012-06-08,6.9500,2.8300,1325.6600,6.7310,21.9038,0,4.1200,68.9826,4.3022,-5.8794,1408.4700,-0.7923,1.5200,0.3036,Elevated,-0.2100,3.7260,23.9669,6.9709
2012-06-15,6.8400,2.8100,1342.8400,6.7540,8.5962,0,4.0300,67.6580,5.6107,-4.6597,1408.4700,-0.8042,1.2000,0.2680,Elevated,-0.1100,1.2960,21.1410,5.2679
2012-06-22,6.5200,2.7400,1335.0200,6.7679,-24.7885,0,3.7800,63.9233,5.2481,-5.2149,1408.4700,-0.8199,0.7200,0.1647,Elevated,-0.3200,-0.5823,19.2814,7.1257
2012-06-29,6.3600,2.7300,1362.1600,6.7875,-42.7500,0,3.6300,61.7429,1.6788,-3.2880,1408.4700,-0.8264,1.0200,0.1130,Elevated,-0.1600,2.0329,17.9215,2.9563
2012-07-06,6.4400,2.7100,1354.6801,6.8077,-36.7692,0,3.7300,63.0864,0.8096,-3.8190,1408.4700,-0.8320,1.0500,0.1387,Elevated,0.0800,-0.5491,20.4631,8.2521
2012-07-13,6.4100,2.6700,1356.7800,6.8250,-41.5000,0,3.7400,62.7620,3.0878,-3.6699,1408.4700,-0.8457,0.9000,0.1290,Elevated,-0.0300,0.1550,23.8366,8.4959
2012-07-20,6.2800,2.5900,1362.6600,6.8429,-56.2885,0,3.6900,60.4680,1.3115,-3.2525,1408.4700,-0.8575,0.9300,0.0869,Elevated,-0.1300,0.4334,24.1755,9.0499
2012-07-27,6.2200,2.5600,1385.9700,6.8565,-63.6538,0,3.6600,59.8401,7.2500,-1.5975,1408.4700,-0.8870,0.7100,0.0674,Elevated,-0.0600,1.7106,22.0553,8.4410
2012-08-03,6.0100,2.5200,1390.9900,6.8521,-84.2115,0,3.4900,56.4496,15.9758,-1.2411,1408.4700,-0.9252,-0.2300,-0.0005,Elevated,-0.2100,0.3622,22.9103,8.7837
2012-08-10,5.9800,2.4600,1405.8700,6.8267,-84.6731,0,3.5200,56.1350,19.2618,-0.1846,1408.4700,-0.9311,-1.3200,-0.0102,Elevated,-0.0300,1.0697,20.3113,7.9709
2012-08-17,5.8900,2.4300,1418.1600,6.7996,-90.9615,0,3.4600,54.5956,26.2236,0.0000,1418.1600,-0.9513,-1.4100,-0.0393,Elevated,-0.0900,0.8742,16.7590,7.1663
2012-08-24,5.8700,2.4300,1411.1300,6.7683,-89.8269,0,3.4400,54.4676,19.9125,-0.4957,1418.1600,-0.9549,-1.6300,-0.0458,Elevated,-0.0200,-0.4957,17.8842,7.4033
2012-08-31,5.9800,2.4500,1406.5800,6.7423,-76.2308,0,3.5300,56.2347,19.8140,-0.8166,1418.1600,-0.9625,-1.3500,-0.0101,Elevated,0.1100,-0.3224,16.0951,7.9356
2012-09-07,5.7400,2.4000,1437.9200,6.7083,-96.8269,0,3.3400,52.2589,24.5783,0.0000,1437.9200,-0.9710,-1.7700,-0.0880,Elevated,-0.2400,2.2281,15.1086,7.8767
2012-09-14,5.3000,2.2600,1465.7700,6.6667,-136.6731,0,3.0400,46.7073,20.5393,0.0000,1465.7700,-0.9729,-2.1600,-0.2307,Elevated,-0.4400,1.9368,15.1606,6.4765
2012-09-21,5.4200,2.2300,1460.1500,6.6169,-119.6923,0,3.1900,48.3557,28.4857,-0.3834,1465.7700,-0.9756,-2.5900,-0.1916,Elevated,0.1200,-0.3834,17.1051,6.6253
2012-09-28,5.7200,2.2500,1440.6700,6.5652,-84.5192,0,3.4700,51.8248,27.3329,-1.7124,1465.7700,-0.9729,-2.6900,-0.0940,Elevated,0.3000,-1.3341,17.4280,8.9208
2012-10-05,5.5500,2.1700,1460.9301,6.5075,-95.7500,0,3.3800,50.0608,26.4371,-0.3302,1465.7700,-0.9707,-3.0000,-0.1492,Elevated,-0.1700,1.4063,15.7140,6.3213
2012-10-12,5.5600,2.1100,1428.5900,6.4627,-90.2692,0,3.4500,50.1820,16.6596,-2.5366,1465.7700,-0.9710,-2.3300,-0.1459,Elevated,0.0100,-2.2137,19.2225,11.2181
2012-10-19,5.3100,1.9800,1433.1899,6.4213,-111.1346,0,3.3300,46.5455,15.7432,-2.2227,1465.7700,-0.9688,-2.1500,-0.2272,Elevated,-0.2500,0.3220,21.7215,8.5167
2012-10-26,5.4100,2.0000,1411.9399,6.3937,-98.3654,0,3.4100,47.8814,9.8709,-3.6725,1465.7700,-0.9667,-1.4400,-0.1944,Elevated,0.1000,-1.4827,24.6349,12.0614
2012-11-02,5.5400,2.0200,1414.2000,6.3606,-82.0577,0,3.5200,49.8791,12.8444,-3.5183,1465.7700,-0.9652,-1.7200,-0.1520,Elevated,0.1300,0.1601,24.5680,14.1578
2012-11-09,5.7700,2.1000,1379.8500,6.3281,-55.8077,0,3.6700,53.4420,9.1783,-5.8618,1465.7700,-0.9626,-1.6900,-0.0769,Elevated,0.2300,-2.4289,28.3190,18.3969
2012-11-16,5.9800,2.1600,1359.8800,6.2967,-31.6731,0,3.8200,56.7551,11.8644,-7.2242,1465.7700,-0.9574,-1.6300,-0.0083,Elevated,0.2100,-1.4473,32.2308,22.6189
2012-11-23,5.7100,2.1400,1409.1500,6.2527,-54.2692,0,3.5700,51.8675,21.6179,-3.8628,1465.7700,-0.9523,-2.2900,-0.0964,Elevated,-0.2700,3.6231,28.0744,17.0635
2012-11-30,5.6500,2.1300,1416.1801,6.2142,-56.4231,0,3.5200,51.2635,13.8152,-3.3832,1465.7700,-0.9490,-2.0000,-0.1160,Elevated,-0.0600,0.4989,27.5127,15.1506
2012-12-07,5.4200,2.1200,1418.0699,6.1737,-75.3654,0,3.3000,48.0168,12.9765,-3.2543,1465.7700,-0.9440,-2.1100,-0.1911,Elevated,-0.2300,0.1335,27.2920,15.8885
2012-12-14,5.2800,2.0800,1413.5800,6.1281,-84.8077,0,3.2000,45.7983,15.8995,-3.5606,1465.7700,-0.9296,-2.3700,-0.2368,Elevated,-0.1400,-0.3166,25.5903,15.0787
2012-12-21,5.2600,2.0300,1430.1500,6.0875,-82.7500,0,3.2300,45.5635,13.0259,-2.4301,1465.7700,-0.9221,-2.1100,-0.2432,Elevated,-0.0200,1.1722,27.1419,11.3471
2012-12-28,5.3000,2.0300,1402.4301,6.0475,-74.7500,0,3.2700,46.1677,11.5164,-4.3213,1465.7700,-0.9026,-2.0800,-0.2299,Elevated,0.0400,-1.9383,31.3007,14.5355
2013-01-04,5.0400,1.9400,1466.4700,6.0098,-96.9808,0,3.1000,42.8230,14.7643,0.0000,1466.4700,-0.9015,-1.9600,-0.3149,Elevated,-0.2600,4.5664,24.8829,11.2801
2013-01-11,4.9300,1.9300,1472.0500,5.9696,-103.9615,0,3.0000,41.2784,14.1930,0.0000,1472.0500,-0.9003,-2.0900,-0.3508,Calm,-0.1100,0.3805,25.1568,14.1395
2013-01-18,4.8900,1.9300,1485.9800,5.9350,-104.5000,0,2.9600,40.6921,12.9696,0.0000,1485.9800,-0.9045,-1.8000,-0.3637,Calm,-0.0400,0.9463,23.7365,13.8703
2013-01-25,4.7300,1.9100,1502.9600,5.8996,-116.9615,0,2.8200,37.3063,14.1781,0.0000,1502.9600,-0.9117,-1.8400,-0.4159,Calm,-0.1600,1.1427,19.1176,12.5546
2013-02-01,4.9400,1.9500,1513.1700,5.8712,-93.1154,0,2.9900,41.7262,12.5117,0.0000,1513.1700,-0.9138,-1.4800,-0.3467,Calm,0.2100,0.6793,17.8050,12.9860
2013-02-08,5.0800,1.9800,1517.9301,5.8467,-76.6731,0,3.1000,43.7574,13.0556,0.0000,1517.9301,-0.9111,-1.2700,-0.3005,Elevated,0.1400,0.3146,18.3862,11.4294
2013-02-15,4.9600,1.9600,1519.7900,5.8229,-86.2885,0,3.0000,41.8646,11.6483,0.0000,1519.7900,-0.9131,-1.2400,-0.3397,Calm,-0.1200,0.1225,20.9792,8.9512
2013-02-22,4.9700,1.9600,1515.6000,5.8029,-83.2885,0,3.0100,42.0522,10.9728,-0.2757,1519.7900,-0.9167,-1.0400,-0.3362,Calm,0.0100,-0.2757,21.1566,9.7585
2013-03-01,5.0000,1.9900,1518.2000,5.7842,-78.4231,0,3.0100,42.3578,10.8475,-0.1046,1519.7900,-0.9193,-0.9700,-0.3261,Elevated,0.0300,0.1715,22.4773,7.5596
2013-03-08,4.7600,1.9500,1551.1801,5.7587,-99.8654,0,2.8100,37.9882,13.1530,0.0000,1551.1801,-0.9218,-1.3300,-0.4049,Calm,-0.2400,2.1723,21.0717,6.7039
2013-03-15,4.7200,1.9400,1560.7000,5.7367,-101.6731,0,2.7800,36.5839,11.1475,0.0000,1560.7000,-0.9243,-1.1400,-0.4178,Calm,-0.0400,0.6137,17.9682,8.1560
2013-03-22,4.7800,1.9700,1556.8900,5.7146,-93.4615,0,2.8100,38.7249,11.4365,-0.2441,1560.7000,-0.9259,-1.1500,-0.3977,Calm,0.0600,-0.2441,19.8877,9.8286
2013-03-29,4.8000,1.9900,1569.1899,5.6925,-89.2500,0,2.8100,39.3868,11.4110,0.0000,1569.1899,-0.9260,-1.1500,-0.3909,Calm,0.0200,0.7900,18.3808,7.8104
2013-04-05,4.9500,2.0000,1553.2800,5.6713,-72.1346,0,2.9500,41.9317,11.1009,-1.0139,1569.1899,-0.9251,-1.1000,-0.3411,Calm,0.1500,-1.0139,20.0743,8.8342
2013-04-12,4.7500,1.9700,1588.8500,5.6423,-89.2308,0,2.7800,37.7059,15.9524,0.0000,1588.8500,-0.9234,-1.5100,-0.4069,Calm,-0.2000,2.2900,14.2770,7.1970
2013-04-19,4.7800,1.9800,1555.2500,5.6162,-83.6154,0,2.8000,38.7192,12.8195,-2.1147,1588.8500,-0.9249,-1.3600,-0.3967,Calm,0.0300,-2.1147,19.9068,12.1685
2013-04-26,4.6000,1.9600,1582.2400,5.5888,-98.8846,0,2.6400,34.7418,12.7466,-0.4160,1588.8500,-0.9280,-1.4200,-0.4559,Calm,-0.1800,1.7354,17.7697,11.2202
2013-05-03,4.3300,1.9300,1614.4200,5.5579,-122.7885,0,2.4000,32.1219,17.9183,0.0000,1614.4200,-0.9327,-1.6100,-0.5448,Calm,-0.2700,2.0338,16.5211,9.1191
2013-05-10,4.2300,1.8900,1633.7000,5.5235,-129.3462,0,2.3400,31.1475,20.7117,0.0000,1633.7000,-0.9373,-1.7900,-0.5774,Calm,-0.1000,1.1942,14.9832,8.3804
2013-05-17,4.3700,1.8800,1667.4700,5.4821,-111.2115,0,2.4900,32.9825,28.7403,0.0000,1667.4700,-0.9329,-2.1500,-0.5307,Calm,0.1400,2.0671,12.6173,7.8388
